//Reference=MNI

//(1)Banko, 2011: Hard>easy		
// Subjects=16		
19.25	-60.15	-20.62
		
//(14)Kahnt, 2011: Task>Control		
// Subjects=20		
-12	-87	0
-24	-69	57
3	-36	36
0	48	30
-36	-78	24
27	-78	-9
9	-3	-6
		
//(15)Lewis, 2000: Task>Control 		
// Subjects=10		
55.12	-19.86	11.93
-50.52	-26.07	11.86
-1.98	18.73	47.35
44.46	14.34	20.74
-48.5	9.43	22.74
42.63	-44	50.28
-41.91	-40.44	51.64
30.63	23.58	1.33
-31.69	21.03	2.98
		
//(15)Lewis, 2000: Task>Control 		
// Subjects=9		
-1.97	17.68	47.43
29.79	3.58	53.75
-27.27	1.84	50.88
28.95	-50.93	59.71
-24.94	-55.92	54.82
16.9	22.42	1.49
32.13	-71.3	36.67
-29.16	-77.74	26.37
45.77	-67.76	6.38
-42.97	-74.94	5.18
		
//(16)Lundblad, 2011: Task>Control		
// Subjects=16		
-24	-46	62
46	-30	42
-52	-20	32
-54	-20	14
54	-24	16
44	26	10
42	18	-6
44	4	16
-44	0	16
-32	16	-4
-58	4	26
62	8	24
-48	-38	18
48	-36	18
-6	12	46
4	10	48
58	-18	24
-42	-4	56
16	4	66
40	-54	56
42	-42	44
-42	-42	42
22	8	2
30	-50	-32
		
//(17)Singh, 2008: Task>Control		
// Subjects=7		
-1	50	-12
-6	38	-4
2	50	-17
4	38	-6
-14	38	-6
2	50	-19
-17	42	-12
-1	50	-19
-42	-72	42
-42	-73	42
-41	-70	36
-44	-59	22
-44	-58	22
-43	-75	40
-45	-60	30
2	-60	36
4	-34	32
0	-60	36
-1	-44	36
0	-44	36
8	-48	10
-6	-70	32
8	-46	10
8	-26	26
0	-67	32
2	-67	32
-4	-50	22
-11	-60	16
0	-58	14
10	-50	2
		
//(18)Snyder, 2011: Task>Control		
// Subjects=10		
-30	18	-2
-38	0	24
34	48	32
-18	68	38
-26	-12	58
48	6	44
38	6	24
32	22	2
8	20	42
-8	20	30
-44	-70	-10
34	-52	-28
38	-84	-10
26	44	30
28	-68	18
		
//(18)Snyder 2011: Task>Control		
// Subjects=10		
-22	26	2
-42	0	28
38	-42	36
-36	-60	46
-32	-40	36
-20	-8	50
46	6	28
28	26	2
0	18	44
-36	-64	2
-28	48	12

//(19)Chen 2015: Acquired bias		 
// Subjects=24
46	20	-120	34	50-54	24	12-52	-46	10-12	-84	3862	-30	-162	-34	5214	-22	-1438	0	6444	0	340	46	258	-34	4-28	52	34-54	4	-24

//(20)filimon, 2013: PPI activation		 
// Subjects=19
-44	-52	5458	-66	-2-48	28	22-42	36	4-24	10	4852	8	20-2	-14	-38-30	8	62-32	34	10-18	-58	54

//(21)Georgie 2018: low cohorence>high coherence		 
// Subjects=17
8	36	2834	28	-4-24	-64	4646	6	26-44	6	30

//(22)Hebart 2016: choice>confidence		 
// Subjects=19
-36	18	36-18	60	9-12	36	36-6	-63	42-27	-69	48-42	-51	5133	36	3-51	-72	2145	-45	5733	3	54-18	33	-9-51	-27	-9

//(22)Hebart, 2016: positive parametric effect related to confidence		 
// Subjects=19
-9	9	-3
9	9	-3

//(22)Hebart 2016: Negative parametric effect related to confidence		 
// Subjects=19
-9	15	54
33	27	3
45	6	45
51	18	21
-45	6	48
-45	21	12
-21	-54	54
63	-48	0
-39	21	-3
30	-60	60

//(23)Krueger 2017: experimentalmotion>control conditions		 
// Subjects=20
-31.3	79.4	17.5-34.4	-20.3	3.77.3	68	-2530	84.1	1333.8	-19	4.325.2	56.6	-23.211.6	62.6	-42.2-15	6.6	19.623.4	85.8	24.749.1	64.5	-3.527.9	59.1	-13.141.2	63.8	-823.5	56.5	-48.5-27.5	63.5	-9.5

//(24)Baumann 2014: low perceptual uncertainty	 
// Subjects=22
-22	-76	-6
18	-84	-4
28	-6	54
-24	-58	60
-24	-8	52
20	-62	60
60	14	24

//(24)Baumann 2014: high perceptual uncertainty	 
// Subjects=22
-12	-76	-45
-36	-44	-33

//(25)Bode 2013: high visibility condition > free decision condition	 
// Subjects=16
36	-39	-12
-33	-39	-15
24	36	-12

//(25)Bode 2013: free decision condition > high visibility condition
// Subjects=16
33	36	45
-60	-48	33
57	-60	39
15	-54	36
-36	24	45
-60	-36	-6
-51	27	-6
57	18	-6

//(25)Bode 2013: free decision condition > perceptual guess conditions
// Subjects=16
-57	-57	30
-51	27	-6
57	-60	39
-33	27	48
-60	-36	-9
12	-54	36
30	39	42

//(25)Bode 2013: HVC> baseline
// Subjects=16
30	-90	3

//(25)Bode 2013: PGC> baseline
// Subjects=16
-27	-96	3


//(25)Bode 2013: FDC>baseline
// Subjects=16
-27	-96	3

//(26)Bode 2018: positive parametric modulation by stimulus quality
// Subjects=23
-18	8	-11
21	-34	-17
-33	-40	-20
21	8	-8

//(26)Bode 2018: negative parametric modulation by stimulus quality
// Subjects=23
9	17	61
57	-49	46
-57	-46	46
-9	17	55
42	47	-11
-42	32	37

//(26)Bode 2018: positive parametric: high stimulus quality
// Subjects=23
-45	8	31
42	23	22
-6	23	49
-36	26	-2
36	26	-2

//(26)Bode 2018:positive parametric: medium stimulus quality
// Subjects=23
-45	8	31
45	26	25
-6	23	46
-36	-49	46
33	-67	40
36	29	-2

//(26)Bode 2018: positive parametric: low stimulus quality
// Subjects=23
-51	14	-2
51	20	-5
-51	-43	49
51	-46	49
9	14	61
-42	32	37

//(26)Bode 2018: negative parametric: high stimulus quality
// Subjects=23
-18	35	58
0	29	-5

//(26)Bode 2018: negative parametric: low stimulus quality
// Subjects=23
-9	53	-8

//(27)Lamichanne 2016: noisy (faces+houses) vs. clear (faces+houses)
// Subjects=33
33	20	4
-6	17	52
-30	23	1
-39	5	34
45	8	25

//(27)Lamichanne 2016: noisy vs. clear (happy plus angry faces)
// Subjects=32
33	20	4
-30	23	4
0	17	52

//(27)Lamichanne 2016:audiovisual vs (beep plus flash)
// Subjects=33
-6	11	52
27	-97	-5
-60	8	28
3	-3	1
-30	20	4
33	20	4
-27	-94	-5
-33	-40	46

//(27)Lamichanne 2016: moving dots
// Subjects=32
24	-88	-11
-21	-97	7
48	-67	4
30	20	4
-30	20	4
42	11	22
36	-1	49
-30	-49	46
39	-40	43
-42	-64	4
-6	11	52
-51	2	34
30	-67	25
-33	-7	52

//(28)Shankar 2017: negative parametric effect distance from category boundary
// Subjects=10
-18	-72	54
39	-42	45
24	-69	57
36	-75	33
-36	-45	42
53	6	33
-3	18	45
30	-6	51
-27	-81	33
-30	24	3
-48	6	30
-24	-9	48
-9	-18	12
-12	-54	-54
63	-24	39
36	21	6
42	-42	-36
-45	-69	-9
-3	-27	-24
51	-60	-12
12	-78	-24
15	-96	-3
12	24	27
24	-63	-57
-51	-27	36

//(28)Shankar 2017: positive parametric effect of motion coherence
// Subjects=10
-6	-72	54
51	-42	57
3	-30	27
45	-78	27
-45	-51	54
15	-78	42
54	-57	-15
24	-60	18
-60	-27	39
-27	-69	42
27	-54	-15
-48	-63	-9
12	-87	-21
-12	-81	-12
-46	-81	-24

//(28)Shankar 2017: negative parametric effect of motion coherence
// Subjects=10
18	-99	3

//(29)Wendelken 2009: incongruent and congruent
// Subjects=14
-4	28	44
-36	0	32
-24	-8	56
28	-8	56
-32	-52	52
40	-40	48
-24	-72	56
16	-68	52
48	-68	0
-28	-96	12
16	-96	0

//(30)Pedersen 2015: hard > easy: response time
// Subjects=20
34	26	-6
6	26	38
-32	24	2
-42	4	32
-24	-66	32
38	0	46
12	-72	38
-8	-80	38
32	-66	24

//(30)Pedersen 2015: hard > easy: delayed time
// Subjects=20
0	34	36
34	24	-6
-30	22	-8
40	8	24

//(30)Pedersen 2015: face > house
// Subjects=20
-38	-86	-12
44	-72	-10

//(30)Pedersen 2015: house > face
// Subjects=20
30	-48	-12
-26	-50	-12

//(31)Hebart 2012: positive parametric effect
// Subjects=20
-54	-49	31
-12	-40	34
6	32	-5
45	-61	37
18	8	-8
-21	29	49
63	-16	-8
-42	-64	52
-21	5	-8
9	-22	46

//(31)Hebart 2012: negative parametric effect
// Subjects=20
-6	17	43
33	-1	61
-30	20	4
30	23	4
18	-64	58
-30	-4	64
-12	-91	-11
-30	-79	22
-33	53	13
-39	-58	10
-45	2	31
-15	2	31
-15	-70	43
12	-10	4
-39	-40	43

//(32)Yeon and Rahnev 2018: decision > cue
// Subjects=25
-26	-4	54
28	-2	58
-40	-34	40
38	-42	48
-28	20	4
34	18	8
-48	2	38
54	10	32
-8	10	46
10	18	38
-50	6	8
52	10	8
-32	48	26
30	46	32

//(32)Yeon and Rahnev 2018: decision > confidence
// Subjects=25
44	-80	10
-44	-66	2
26	-52	52
38	-4	46

//(33)Frostman 2008: speed > accuracy 
// Subjects=19
16.16	1.44	13.14
4.04	6.85	29.74
4.04	2.83	49.12

//(33)Frostman 2008: accuracy > speed 
// Subjects=19
-5.05	52.71	41.96
-29.29	15.96	-34.83
-53.54	35.88	5.16
-47.47	28.62	27.63

//(33)Frostman 2008: speed > Neutral 
// Subjects=19
-14.14	10.86	10.37
13.13	7.77	10.2
37.37	-58.32	-35.55
7.07	2.36	58.89
-14.14	-17.25	15.41
-11.11	-13.08	58.08

//(33)Frostman 2008: Neutral > speed 
// Subjects=19
-8.08	49.47	45.05

//(34)Kononen 2003: mean activation during coherent rotation relative to random motion 
// Subjects=7
18.18	-62.29	51.13
-21.21	-60.03	46.89
26.26	-65.23	25.94
-28.28	-58.79	20.84
8.08	-33.1	45.05
58.59	-35.98	-3.27
-58.59	-14	-10.34
33.33	-55.8	-22.3
-35.35	-53.79	-20.99
35.35	-76.7	-16.35
-41.41	-82.88	-16.71
32.32	-75.62	5.8
-31.31	-79.59	2.33
11.11	-74.85	33.05
47.47	19.56	22.8
34.34	2.93	46.95
-20.2	-4.74	56.34
52.53	-26.98	46.46
-55.56	-20.65	43.53

