nimads_study_id,nimads_name,match_status,matched_pmid,matched_author,matched_year,matched_title,match_score,match_count
"Georgescu et al., 2013","Georgescu et al., 2013",fuzzy_match,23813661,Georgescu,2014,Perceiving nonverbal behavior: neural correlates of processing movement fluency and contingency in dyadic interactions.,0.95,1
"Greven et al., 2016","Greven et al., 2016",exact_match,26920683,Greven,2016,Linking person perception and person knowledge in the human brain.,1,1
"Hanawa et al., 2016","Hanawa et al., 2016",exact_match,26168793,Hanawa,2016,The neural basis of the imitation drive.,1,1
"Hare et al., 2010","Hare et al., 2010",exact_match,20071521,Hare,2010,Value computations in ventral medial prefrontal cortex during charitable decision making incorporate input from regions involved in social cognition.,1,1
"Isik et al., 2017","Isik et al., 2017",exact_match,29073111,Isik,2017,Perceiving social interactions in the posterior superior temporal sulcus.,1,1
"Jankowski et al., 2014","Jankowski et al., 2014",exact_match,24582805,Jankowski,2014,But do you think I'm cool? Developmental differences in striatal recruitment during direct and reflected social self-evaluations.,1,1
"Janowski et al., 2012","Janowski et al., 2012",fuzzy_match,22349798,Janowski,2013,Empathic choice involves vmPFC value signals that are modulated by social processing implemented in IPL.,0.95,1
"Jiang et al., 2018","Jiang et al., 2018",exact_match,29777673,Jiang,2018,Activations of the dorsolateral prefrontal cortex and thalamus during agentic self-evaluation are negatively associated with trait self-esteem.,1,1
"Kanske et al., 2015","Kanske et al., 2015",exact_match,26254589,Kanske,2015,Dissecting the social brain: Introducing the EmpaToM to reveal distinct neural networks and brain-behavior relations for empathy and Theory of Mind.,1,1
"Kawamichi et al., 2016","Kawamichi et al., 2016",exact_match,27090501,Kawamichi,2016,Increased frequency of social interaction is associated with enjoyment enhancement and reward system activation.,1,1
"Kawasaki et al., 2016","Kawasaki et al., 2016",exact_match,26235682,Kawasaki,2016,Differential activation of the ventromedial prefrontal cortex between male and female givers of social reputation.,1,1
"Kestemont et al., 2014","Kestemont et al., 2014",fuzzy_match,24633532,Kestemont,2015,"Neural correlates of attributing causes to the self, another person and the situation.",0.95,1
"Kirk et al., 2016","Kirk et al., 2016",exact_match,27266443,Kirk,2016,Mindfulness training increases cooperative decision making in economic exchanges: Evidence from fMRI.,1,1
"Klimecki et al., 2012","Klimecki et al., 2012",fuzzy_match,22661409,Klimecki,2013,Functional neural plasticity and associated changes in positive affect after compassion training.,0.95,1
"Korn et al., 2014","Korn et al., 2014",exact_match,24772075,Korn,2014,Cultural influences on social feedback processing of character traits.,1,1
"Lamm et al., 2009","Lamm et al., 2009",fuzzy_match,19199417,Lamm,2010,How do we empathize with someone who is not like us? A functional magnetic resonance imaging study.,0.95,1
"Lavoie et al., 2016","Lavoie et al., 2016",exact_match,27236373,Lavoie,2016,Social representations and contextual adjustments as two distinct components of the Theory of Mind brain network: Evidence from the REMICS task.,1,1
"Lazar et al., 2014","Lazar et al., 2014",exact_match,24462962,Lazar,2014,Social cognition and neural substrates of face perception: implications for neurodevelopmental and neuropsychiatric disorders.,1,1
"Lewis et al., 2017","Lewis et al., 2017",exact_match,28338962,Lewis,2017,Higher order intentionality tasks are cognitively more demanding.,1,1
"Liu et al., 2018","Liu et al., 2018",exact_match,29432769,Liu,2018,Self-construals moderate associations between trait creativity and social brain network.,1,1
"Lockwood et al., 2016","Lockwood et al., 2016",exact_match,27528669,Lockwood,2016,Neurocomputational mechanisms of prosocial learning and links to empathy.,1,1
"Luo et al., 2013","Luo et al., 2013",fuzzy_match,23327932,Luo,2014,Reminders of mortality decrease midcingulate activity in response to others' suffering.,0.95,1
"Mackes et al., 2018","Mackes et al., 2018",exact_match,29890323,Mackes,2018,Tracking emotions in the brain - Revisiting the Empathic Accuracy Task.,1,1
"Mainieri et al., 2013","Mainieri et al., 2013",exact_match,23684882,Mainieri,2013,Differential role of the Mentalizing and the Mirror Neuron system in the imitation of communicative gestures.,1,1
"Majdandzic et al., 2016","Majdandzic et al., 2016",fuzzy_match,27568587,Majdandžić,2016,The selfless mind: How prefrontal involvement in mentalizing with similar and dissimilar others shapes empathy and prosocial behavior.,0.95,1
"Mazzola et al., 2016","Mazzola et al., 2016",exact_match,27375449,Mazzola,2016,What Impact does An Angry Context have Upon Us? The Effect of Anger on Functional Connectivity of the Right Insula and Superior Temporal Gyri.,1,1
"Otti et al., 2015","Otti et al., 2015",exact_match,26301900,Otti,2015,Is the Medial Prefrontal Cortex Necessary for Theory of Mind?,1,1
"Pehrs et al., 2017","Pehrs et al., 2017",exact_match,26604273,Pehrs,2017,The Temporal Pole Top-Down Modulates the Ventral Visual Stream During Social Cognition.,1,1
"Platek et al., 2005","Platek et al., 2005",fuzzy_match,16035037,Platek,2006,Neural substrates for functionally discriminating self-face from personally familiar faces.,0.95,1
"Ramsey et al., 2013","Ramsey et al., 2013",exact_match,23249349,Ramsey,2013,Seeing it my way or your way: frontoparietal brain areas sustain viewpoint-independent perspective selection processes.,1,1
"Rauchbauer et al., 2015","Rauchbauer et al., 2015",exact_match,25929599,Rauchbauer,2015,Distinct neural processes are engaged in the modulation of mimicry by social group-membership and emotional expressions.,1,1
"Redcay et al., 2010","Redcay et al., 2010",exact_match,20096792,Redcay,2010,Live face-to-face interaction during fMRI: a new tool for social cognitive neuroscience.,1,1
"Ruckmann et al., 2015","Ruckmann et al., 2015",exact_match,26323252,Ruckmann,2015,How pain empathy depends on ingroup/outgroup decisions: A functional magnet resonance imaging study.,1,1
"Rudorf et al., 2018","Rudorf et al., 2018",exact_match,29760183,Rudorf,2018,Neural Mechanisms Underlying Individual Differences in Control-Averse Behavior.,1,1
"Sapey- Triomphe et al., 2017","Sapey- Triomphe et al., 2017",exact_match,28008075,Sapey-Triomphe,2017,Deciphering human motion to discriminate social interactions: a developmental neuroimaging study.,1,1
"Sato et al., 2019","Sato et al., 2019",exact_match,31090126,Sato,2019,Widespread and lateralized social brain activity for processing dynamic facial expressions.,1,1
"Schaefer et al., 2014","Schaefer et al., 2014",exact_match,24097375,Schaefer,2014,Rough primes and rough conversations: evidence for a modality-specific basis to mental metaphors.,1,1
"Schmitgen et al., 2016","Schmitgen et al., 2016",exact_match,26803059,Schmitgen,2016,Stimulus-dependent amygdala involvement in affective theory of mind generation.,1,1
"Schulte-Rüther et al., 2008","Schulte-Rüther et al., 2008",exact_match,18514546,Schulte-Rüther,2008,Gender differences in brain networks supporting empathy.,1,1
"Seehausen et al., 2016","Seehausen et al., 2016",exact_match,26812250,Seehausen,2016,Effects of empathic social responses on the emotions of the recipient.,1,1
"Silani et al., 2013","Silani et al., 2013",exact_match,24068815,Silani,2013,Right supramarginal gyrus is crucial to overcome emotional egocentricity bias in social judgments.,1,1
"Singer et al., 2004","Singer et al., 2004",exact_match,14980212,Singer,2004,Brain responses to the acquired moral status of faces.,1,1
"Smith et al., 2017","Smith et al., 2017",exact_match,27007121,Smith,2017,Contributions of self-report and performance-based individual differences measures of social cognitive ability to large-scale neural network functioning.,1,1
"Sokolov et al., 2012","Sokolov et al., 2012",exact_match,22019860,Sokolov,2012,Biological motion processing: the left cerebellum communicates with the right superior temporal sulcus.,1,1
"Sperduti et al., 2014","Sperduti et al., 2014",exact_match,24414614,Sperduti,2014,Mirror Neuron System and Mentalizing System connect during online social interaction.,1,1
"Spunt et al., 2013","Spunt et al., 2013",exact_match,23221019,Spunt,2013,The busy social brain: evidence for automaticity and control in the neural systems supporting social cognition and action understanding.,1,1
"Spunt et al., 2015a","Spunt et al., 2015",exact_match,25911123,Spunt,2015,Folk explanations of behavior: a specialized use of a domain-general mechanism.,1,1
"Stanley et al., 2016","Stanley et al., 2016",exact_match,26656563,Stanley,2016,Getting to know you: general and specific neural computations for learning about people.,1,1
"Sugiura et al., 2008","Sugiura et al., 2008",exact_match,18501639,Sugiura,2008,Face-specific and domain-general characteristics of cortical responses during self-recognition.,1,1
"Sun et al., 2016","Sun et al., 2016",exact_match,27494142,Sun,2016,The Neural Responses to Social Cooperation in Gain and Loss Context.,1,1
"Tamir et al., 2010","Tamir et al., 2010",exact_match,20534459,Tamir,2010,Neural correlates of anchoring-and-adjustment during mentalizing.,1,1
"Tamir et al., 2015","Tamir et al., 2015",fuzzy_match,26342221,Tamir,2016,Reading fiction and reading minds: the role of simulation in the default network.,0.95,1
"Telzer et al., 2011","Telzer et al., 2011",exact_match,21703352,Telzer,2011,Neural regions associated with self control and mentalizing are recruited during prosocial behaviors towards the family.,1,1
"Tomova et al., 2017","Tomova et al., 2017",exact_match,27798249,Tomova,2017,Increased neural responses to empathy for pain might explain how acute stress increases prosociality.,1,1
"Trapp et al., 2014","Trapp et al., 2014",exact_match,24825504,Trapp,2014,Imagining triadic interactions simultaneously activates mirror and mentalizing systems.,1,1
"Tso et al., 2018","Tso et al., 2018",exact_match,29723244,Tso,2018,"The ""social brain"" is highly sensitive to the mere presence of social information: An automated meta-analysis and an independent study.",1,1
"Tsoi et al., 2016","Tsoi et al., 2016",exact_match,27165762,Tsoi,2016,Distinct neural patterns of social cognition for cooperation versus competition.,1,1
"Tylén et al., 2016","Tylén et al., 2016",exact_match,27039141,Tylén,2016,Trails of meaning construction: Symbolic artifacts engage the social brain.,1,1
"Uddin et al., 2005","Uddin et al., 2005",exact_match,15808992,Uddin,2005,"Self-face recognition activates a frontoparietal ""mirror"" network in the right hemisphere: an event-related fMRI study.",1,1
"Van Der Heiden et al., 2013","Van Der Heiden et al., 2013",exact_match,23063451,van der Heiden,2013,Inter-individual differences in successful perspective taking during pain perception mediates emotional responsiveness in self and others: an fMRI study.,1,1
"Wade-Bohleber et al., 2019","Wade-Bohleber et al., 2019",exact_match,30077577,Wade-Bohleber,2019,Thinking about the past to shape the present: neural activation during the recall of relationship episodes.,1,1
"Walbrin et al., 2018","Walbrin et al., 2018",exact_match,29476765,Walbrin,2018,Neural responses to visually observed social interactions.,1,1
"Walter et al., 2004","Walter et al., 2004",exact_match,15701234,Walter,2004,Understanding intentions in social interaction: the role of the anterior paracingulate cortex.,1,1
"Whitman et al., 2016","Whitman et al., 2016",fuzzy_match,27477020,Wittmann,2016,Self-Other Mergence in the Frontal Cortex during Cooperation and Competition.,0.857142857,1
"Wlodarski et al., 2016","Wlodarski et al., 2016",exact_match,27576746,Wlodarski,2016,When BOLD is thicker than water: processing social information about kin and friends at different levels of the social network.,1,1
"Wolf et al., 2010","Wolf et al., 2010",exact_match,19733672,Wolf,2010,Neural correlates of social cognition in naturalistic settings: a model-free analysis approach.,1,1
"Zelinková et al., 2014","Zelinková et al., 2014",exact_match,25118071,Zelinková,2014,An evaluation of traffic-awareness campaign videos: empathy induction is associated with brain function within superior temporal sulcus.,1,1
Zink et al. 2008,Zink et al. 2008,exact_match,18439411,Zink,2008,Know your place: neural processing of social hierarchy in humans.,1,1
"van den Bos et al., 2009","van den Bos et al., 2009",exact_match,19304843,van den Bos,2009,What motivates repayment? Neural correlates of reciprocity in the Trust Game.,1,1
"Špiláková et al., 2019","Špiláková et al., 2019",exact_match,30649548,Špiláková,2019,Dissecting social interaction: dual-fMRI reveals patterns of interpersonal brain-behavior relationships that dissociate among dimensions of social exchange.,1,1
"Blackwood et al., 2003","Blackwood et al., 2003",exact_match,14568477,Blackwood,2003,Self-responsibility and the self-serving bias: an fMRI investigation of causal attributions.,1,1
"Chauvigne et al., 2018a","Chauvigne et al., 2018a",multiple_matches,29324862,Chauvigné,2018,Taking two to tango: fMRI analysis of improvised joint action with physical contact.,0.95,2
"Chauvigne et al., 2018b","Chauvigne et al., 2018b",multiple_matches,30349467,Chauvigné,2018,Role-Specific Brain Activations in Leaders and Followers During Joint Action.,0.95,2
"Cikara et al., 2011","Cikara et al., 2011",exact_match,20350187,Cikara,2011,From agents to objects: sexist attitudes and neural responses to sexualized targets.,1,1
"Emmerling et al., 2016","Emmerling et al., 2016",exact_match,27096431,Emmerling,2016,The Role of the Insular Cortex in Retaliation.,1,1
"Emonds et al., 2014","Emonds et al., 2014",exact_match,24294906,Emonds,2014,Establishing cooperation in a mixed-motive social dilemma. An fMRI study investigating the role of social value orientation and dispositional trust.,1,1
"Ermer et al., 2006","Ermer et al., 2006",exact_match,18633788,Ermer,2006,"Theory of mind broad and narrow: reasoning about social exchange engages ToM areas, precautionary reasoning does not.",1,1
"Farrow et al., 2001","Farrow et al., 2001",exact_match,11496124,Farrow,2001,Investigating the functional anatomy of empathy and forgiveness.,1,1
"Farrow et al., 2011","Farrow et al., 2011",exact_match,21664277,Farrow,2011,Higher or lower? The functional anatomy of perceived allocentric social hierarchies.,1,1
"Harris et al., 2007","Harris et al., 2007",exact_match,18985118,Harris,2007,Social groups that elicit disgust are differentially processed in mPFC.,1,1
"Harris et al., 2010","Harris et al., 2010",exact_match,20119878,Harris,2010,Neural regions that underlie reinforcement learning are also active for social expectancy violations.,1,1
"Heyda et al., 2010","Heyda et al., 2010",exact_match,20056152,Heyda,2010,Brain mechanisms for representing what another person sees.,1,1
"Hortensius et al., 2014","Hortensius et al., 2014",exact_match,24583253,Hortensius,2014,The neural basis of the bystander effect--the influence of group size on neural activity when witnessing an emergency.,1,1
"Iacobani et al., 2004","Iacobani et al., 2004",fuzzy_match,15006683,Iacoboni,2004,Watching social interactions produces dorsomedial prefrontal and medial parietal BOLD fMRI signal increases compared to a resting baseline.,0.875,1
"Javor et al., 2019","Javor et al., 2019",exact_match,31598216,Javor,2019,"Social cognition, behaviour and therapy adherence in frontal lobe epilepsy: a study combining neuroeconomic and neuropsychological methods.",1,1
"Kelly et al., 2014","Kelly et al., 2014",exact_match,24639542,Kelly,2014,Attributing awareness to oneself and to others.,1,1
"Krueger et al., 2014","Krueger et al., 2014",exact_match,23887810,Krueger,2014,An fMRI investigation of the effects of belief in free will on third-party punishment.,1,1
"Materna et al., 2008","Materna et al., 2008",exact_match,18585742,Materna,2008,The posterior superior temporal sulcus is involved in social communication not specific for the eyes.,1,1
"Mende-Siedlecki et al., 2016","Mende-Siedlecki et al., 2016",exact_match,27217118,Mende-Siedlecki,2016,Neural dissociations between meaningful and mere inconsistency in impression updating.,1,1
"Petrini et al., 2014","Petrini et al., 2014",exact_match,24824165,Petrini,2014,Look at those two!: The precuneus role in unattended third-person perspective of social interactions.,1,1
"Polosan et al., 2011","Polosan et al., 2011",exact_match,21955370,Polosan,2011,An fMRI study of the social competition in healthy subjects.,1,1
"Quadflieg et al., 2015","Quadflieg et al., 2015",exact_match,25697049,Quadflieg,2015,The neural basis of perceiving person interactions.,1,1
"Reniers et al., 2014","Reniers et al., 2014",exact_match,24294841,Reniers,2014,"Empathy, ToM, and self-other differentiation: an fMRI study of internal states.",1,1
"Schneider et al., 2014","Schneider et al., 2014",exact_match,25042446,Schneider,2014,Implicit false-belief processing in the human brain.,1,1
"Steinbeis et al., 2008","Steinbeis et al., 2008",fuzzy_match,18603608,Steinbeis,2009,Understanding the intentions behind man-made products elicits neural activity in areas dedicated to mental state attribution.,0.95,1
"Suzuki et al., 2012","Suzuki et al., 2012",exact_match,22726841,Suzuki,2012,Learning to simulate others' decisions.,1,1
"Van den Stock et al., 2015","Van den Stock et al., 2015",exact_match,26337369,Van den Stock,2015,Personality traits predict brain activation and connectivity when witnessing a violent conflict.,1,1
"Volz et al., 2015","Volz et al., 2015",exact_match,25729358,Volz,2015,The neural basis of deception in strategic interactions.,1,1
"Völlm et al., 2006","Völlm et al., 2006",exact_match,16122944,Völlm,2006,Neuronal correlates of theory of mind and empathy: a functional magnetic resonance imaging study in a nonverbal task.,1,1
