nimads_study_id,nimads_name,match_status,matched_pmid,matched_author,matched_year,matched_title,match_score,match_count
"Mattan et al., 2018","Mattan et al., 2018",exact_match,29077925,Mattan,2018,External motivation to avoid prejudice alters neural responses to targets varying in race and status.,1.0,1
"Mazzola et al., 2016","Mazzola et al., 2016",exact_match,27375449,Mazzola,2016,What Impact does An Angry Context have Upon Us? The Effect of Anger on Functional Connectivity of the Right Insula and Superior Temporal Gyri.,1.0,1
"Morawetz et al., 2016","Morawetz et al., 2016",exact_match,27510495,Morawetz,2016,Intrinsic functional connectivity underlying successful emotion regulation of angry faces.,1.0,1
"Nagals et al., 2015","Nagals et al., 2015",fuzzy_match,25640962,Nagels,2015,Feeling addressed! The role of body orientation and co-speech gesture in social communication.,0.8333333333333335,1
"Neukel et al., 2019","Neukel et al., 2019",exact_match,30056560,Neukel,2019,Neural processing of the own child's facial emotions in mothers with a history of early life maltreatment.,1.0,1
"Pierno et al., 2008","Pierno et al., 2008",exact_match,18633846,Pierno,2008,Observing social interactions: the effect of gaze.,1.0,1
"Platek et al., 2005","Platek et al., 2005",fuzzy_match,16035037,Platek,2006,Neural substrates for functionally discriminating self-face from personally familiar faces.,0.95,1
"Rauchbauer et al., 2015","Rauchbauer et al., 2015",exact_match,25929599,Rauchbauer,2015,Distinct neural processes are engaged in the modulation of mimicry by social group-membership and emotional expressions.,1.0,1
"Redcay et al., 2010","Redcay et al., 2010",exact_match,20096792,Redcay,2010,Live face-to-face interaction during fMRI: a new tool for social cognitive neuroscience.,1.0,1
"Redcay et al., 2010","Redcay et al., 2010",exact_match,20096792,Redcay,2010,Live face-to-face interaction during fMRI: a new tool for social cognitive neuroscience.,1.0,1
"Rice et al., 2016","Rice et al., 2016",exact_match,26608245,Rice,2016,Interaction matters: A perceived social partner alters the neural processing of human speech.,1.0,1
"Sander et al., 2005","Sander et al., 2005",exact_match,16055351,Sander,2005,Emotion and attention interactions in social cognition: brain regions involved in processing anger prosody.,1.0,1
"Sato et al., 2019","Sato et al., 2019",exact_match,31090126,Sato,2019,Widespread and lateralized social brain activity for processing dynamic facial expressions.,1.0,1
"Scheuerecker et al., 2007","Scheuerecker et al., 2007",exact_match,17986835,Scheuerecker,2007,Cerebral differences in explicit and implicit emotional processing--an fMRI study.,1.0,1
"Schilbach et al., 2010","Schilbach et al., 2010",fuzzy_match,20188190,Chen,2010,'Do I like this person?' A network analysis of midline cortex during a social preference task.,0.6666666666666667,1
"Schulte-Rüther et al., 2008","Schulte-Rüther et al., 2008",exact_match,18514546,Schulte-Rüther,2008,Gender differences in brain networks supporting empathy.,1.0,1
"Seitz et al., 2008","Seitz et al., 2008",exact_match,18313858,Seitz,2008,Valuating other people's emotional face expression: a combined functional magnetic resonance imaging and electroencephalography study.,1.0,1
"Singer et al., 2004","Singer et al., 2004",exact_match,14980212,Singer,2004,Brain responses to the acquired moral status of faces.,1.0,1
"Smith et al., 2017","Smith et al., 2017",exact_match,27007121,Smith,2017,Contributions of self-report and performance-based individual differences measures of social cognitive ability to large-scale neural network functioning.,1.0,1
"Sperduti et al., 2014","Sperduti et al., 2014",exact_match,24414614,Sperduti,2014,Mirror Neuron System and Mentalizing System connect during online social interaction.,1.0,1
"Spunt et al., 2013","Spunt et al., 2013",exact_match,23221019,Spunt,2013,The busy social brain: evidence for automaticity and control in the neural systems supporting social cognition and action understanding.,1.0,1
"Spunt et al., 2015","Spunt et al., 2015",exact_match,25911123,Spunt,2015,Folk explanations of behavior: a specialized use of a domain-general mechanism.,1.0,1
"Spunt et al., 2019","Spunt et al., 2019",no_match,,,,,0.0,0
"Sugiura et al., 2008","Sugiura et al., 2008",exact_match,18501639,Sugiura,2008,Face-specific and domain-general characteristics of cortical responses during self-recognition.,1.0,1
"Sugiura et al., 2010","Sugiura et al., 2010",fuzzy_match,20350171,Sugiura,2011,Beyond the memory mechanism: person-selective and nonselective processes in recognition of personally familiar faces.,0.95,1
"Sumiya et al., 2017","Sumiya et al., 2017",exact_match,28477977,Sumiya,2017,Brain networks of social action-outcome contingency: The role of the ventral striatum in integrating signals from the sensory cortex and medial prefrontal cortex.,1.0,1
"Suslow et al., 2009","Suslow et al., 2009",exact_match,19347874,Suslow,2009,Attachment avoidance modulates neural response to masked facial emotion.,1.0,1
"Suslow et al., 2017","Suslow et al., 2017",exact_match,27856343,Suslow,2017,Brain response to masked and unmasked facial emotions as a function of implicit and explicit personality self-concept of extraversion.,1.0,1
"Takahashi et al., 2004","Takahashi et al., 2004",exact_match,15528097,Takahashi,2004,Brain activation associated with evaluative processes of guilt and embarrassment: an fMRI study.,1.0,1
"Thornton et al., 2013","Thornton et al., 2013",exact_match,23298748,Thornton,2013,Working memory for social information: chunking or domain-specific buffer?,1.0,1
"Toki et al, 2013","Toki et al, 2013",exact_match,24051621,Toki,2013,Automatic and intentional brain responses during evaluation of face approachability: correlations with trait anxiety.,1.0,1
"Tomova et al., 2017","Tomova et al., 2017",exact_match,27798249,Tomova,2017,Increased neural responses to empathy for pain might explain how acute stress increases prosociality.,1.0,1
"Uddin et al., 2005","Uddin et al., 2005",exact_match,15808992,Uddin,2005,"Self-face recognition activates a frontoparietal ""mirror"" network in the right hemisphere: an event-related fMRI study.",1.0,1
"Ueda et al., 2017","Ueda et al., 2017",exact_match,29039129,Ueda,2017,Implicit attitudes and executive control interact to regulate interest in extra-pair relationships.,1.0,1
"Vanlangendonck et al., 2018","Vanlangendonck et al., 2018",exact_match,29221830,Vanlangendonck,2018,Distinguishable memory retrieval networks for collaboratively and non-collaboratively learned information.,1.0,1
"Wagner et al., 2015","Wagner et al., 2015",exact_match,25298009,Wagner,2015,Beautiful friendship: Social sharing of emotions improves subjective feelings and activates the neural reward circuitry.,1.0,1
"Wang et al., 2011","Wang et al., 2011",exact_match,21849560,Wang,2011,The control of mimicry by eye contact is mediated by medial prefrontal cortex.,1.0,1
"Wildgruber et al., 2013","Wildgruber et al., 2013",exact_match,23667619,Wildgruber,2013,Different types of laughter modulate connectivity within distinct parts of the laughter perception network.,1.0,1
"Wolf et al., 2018","Wolf et al., 2018",exact_match,30154703,Wolf,2018,Interpretation of Social Interactions: Functional Imaging of Cognitive-Semiotic Categories During Naturalistic Viewing.,1.0,1
"Zahn et al., 2007","Zahn et al., 2007",exact_match,17404215,Zahn,2007,Social concepts are represented in the superior anterior temporal cortex.,1.0,1
"Zerubavel et al., 2015","Zerubavel et al., 2015",exact_match,26598684,Zerubavel,2015,Neural mechanisms tracking popularity in real-world social networks.,1.0,1
"Zhang et al., 2018","Zhang et al., 2018",exact_match,29740753,Zhang,2018,Facial Expression Enhances Emotion Perception Compared to Vocal Prosody: Behavioral and fMRI Studies.,1.0,1
"Ziaei et al., 2016","Ziaei et al., 2016",exact_match,27716474,Ziaei,2016,The impact of aging on the neural networks involved in gaze and emotional processing.,1.0,1
"Ebisch et al., 2014","Ebisch et al., 2014",exact_match,24666131,Ebisch,2014,Reach out and touch someone: anticipatory sensorimotor processes of active interpersonal touch.,1.0,1
"Fehr et al., 2014","Fehr et al., 2014",exact_match,24814646,Fehr,2014,Neural correlates of the empathic perceptual processing of realistic social interaction scenarios displayed from a first-order perspective.,1.0,1
"George et al., 2001","George et al., 2001",exact_match,11352615,George,2001,Seen gaze-direction modulates fusiform activity and its coupling with other brain areas during face processing.,1.0,1
"Haist et al., 2010","Haist et al., 2010",exact_match,21206532,Haist,2010,Individuating faces and common objects produces equal responses in putative face-processing areas in the ventral occipitotemporal cortex.,1.0,1
"Heyda et al., 2010","Heyda et al., 2010",exact_match,20056152,Heyda,2010,Brain mechanisms for representing what another person sees.,1.0,1
"Hoffman et al., 2000","Hoffman et al., 2000",exact_match,10607399,Hoffman,2000,Distinct representations of eye gaze and identity in the distributed human neural system for face perception.,1.0,1
"Huis in ‘t Veld et al., 2015","Huis in ‘t Veld et al., 2015",exact_match,25716010,Huis In 't Veld,2015,From personal fear to mass panic: The neurological basis of crowd perception.,1.0,1
"Javor et al., 2019","Javor et al., 2019",exact_match,31598216,Javor,2019,"Social cognition, behaviour and therapy adherence in frontal lobe epilepsy: a study combining neuroeconomic and neuropsychological methods.",1.0,1
"Klasen et al., 2011","Klasen et al., 2011",exact_match,21940454,Klasen,2011,Supramodal representation of emotions.,1.0,1
"Mende-Siedlecki et al., 2016","Mende-Siedlecki et al., 2016",exact_match,27217118,Mende-Siedlecki,2016,Neural dissociations between meaningful and mere inconsistency in impression updating.,1.0,1
"Montgomery et al., 2008","Montgomery et al., 2008",exact_match,18370602,Montgomery,2008,Mirror neuron system differentially activated by facial expressions and social hand gestures: a functional magnetic resonance imaging study.,1.0,1
"Podrebarac et al., 2013","Podrebarac et al., 2013",exact_match,23435496,Podrebarac,2013,Gender-selective neural populations: evidence from event-related fMRI repetition suppression.,1.0,1
"Saarela et al, 2008","Saarela et al, 2008",exact_match,18633834,Saarela,2008,Listening to humans walking together activates the social brain circuitry.,1.0,1
Saarela et al. 2008,Saarela et al. 2008,exact_match,18633834,Saarela,2008,Listening to humans walking together activates the social brain circuitry.,1.0,1
"Saarela et al., 2008","Saarela et al., 2008",exact_match,18633834,Saarela,2008,Listening to humans walking together activates the social brain circuitry.,1.0,1
"Saggar et al., 2014","Saggar et al., 2014",exact_match,24084068,Saggar,2014,Revealing the neural networks associated with processing of natural social interaction and the related effects of actor-orientation and face-visibility.,1.0,1
"Sassa et al., 2007","Sassa et al., 2007",exact_match,17627852,Sassa,2007,Cortical mechanism of communicative speech production.,1.0,1
"Schilbach et al., 2006","Schilbach et al., 2006",exact_match,16171833,Schilbach,2006,Being with virtual others: Neural correlates of social interaction.,1.0,1
"Semrud-Clikeman et al., 2011","Semrud-Clikeman et al., 2011",exact_match,21606658,Semrud-Clikeman,2011,The role of the right hemisphere for processing of social interactions in normal adults using functional magnetic resonance imaging.,1.0,1
"Shultz et al., 2012","Shultz et al., 2012",exact_match,22360624,Shultz,2012,The superior temporal sulcus differentiates communicative and noncommunicative auditory signals.,1.0,1
"Todorov et al., 2007","Todorov et al., 2007",exact_match,16759672,Todorov,2007,Spontaneous retrieval of affective person knowledge in face perception.,1.0,1
"Von Der Heide et al., 2013","Von Der Heide et al., 2013",multiple_matches,23378834,Von Der Heide,2013,Anterior temporal face patches: a meta-analysis and empirical study.,1.0,6
"Von Der Heide et al., 2013","Von Der Heide et al., 2013",multiple_matches,22125232,Gordon,2013,Brain mechanisms for processing affective touch.,0.8,6
"Von Der Heide et al., 2013","Von Der Heide et al., 2013",multiple_matches,23298748,Thornton,2013,Working memory for social information: chunking or domain-specific buffer?,0.8,6
"Von Der Heide et al., 2013","Von Der Heide et al., 2013",multiple_matches,23876243,Anderson,2013,Sex differences in the development of brain mechanisms for processing biological motion.,0.8,6
"Von Der Heide et al., 2013","Von Der Heide et al., 2013",multiple_matches,23063451,van der Heiden,2013,Inter-individual differences in successful perspective taking during pain perception mediates emotional responsiveness in self and others: an fMRI study.,0.6666666666666667,6
"Von Der Heide et al., 2013","Von Der Heide et al., 2013",multiple_matches,23574585,Contreras,2013,Common brain regions with distinct patterns of neural responses during mentalizing about groups and individuals.,0.6666666666666667,6
"Winston et al., 2002","Winston et al., 2002",exact_match,11850635,Winston,2002,Automatic and intentional brain responses during evaluation of trustworthiness of faces.,1.0,1
