nimads_study_id,nimads_name,match_status,matched_pmid,matched_author,matched_year,matched_title,match_score,match_count
"(30) Lee, 2005","(30) Lee, 2005",exact_match,16167185,Lee,2005,A functional magnetic resonance imaging (FMRI) study of cue-induced smoking craving in virtual environments.,1,1
"(31) Kim, 2006","(31) Kim, 2006",exact_match,16467858,Kim,2006,Brain activation by visual erotic stimuli in healthy middle aged males.,1,1
"(48) Ray, 2015","(48) Ray, 2015",exact_match,24949564,Ray,2015,"Varenicline, naltrexone, and their combination for heavy-drinking smokers: preliminary neuroimaging findings.",1,1
"(49) Ray, 2015","(49) Ray, 2015",exact_match,24949564,Ray,2015,"Varenicline, naltrexone, and their combination for heavy-drinking smokers: preliminary neuroimaging findings.",1,1
"(8) Yang, 2009","(8) Yang, 2009",exact_match,18266213,Yang,2009,Dynamic neural responses to cue-reactivity paradigms in heroin-dependent users: an fMRI study.,1,1
"(9) Kang, 2012","(9) Kang, 2012",exact_match,22542509,Kang,2012,Individual differences in smoking-related cue reactivity in smokers: an eye-tracking and fMRI study.,1,1
"(9) Zhou, 2019","(9) Zhou, 2019",exact_match,31204249,Zhou,2019,"Cue Reactivity in the Ventral Striatum Characterizes Heavy Cannabis Use, Whereas Reactivity in the Dorsal Striatum Mediates Dependent Use.",1,1
(10) Xiao 2006,(10) Xiao 2006,exact_match,16406379,Xiao,2006,Thirsty heroin addicts show different fMRI activations when exposed to water-related and drug-related cues.,1,1
"(11) Kaag, 2018","(11) Kaag, 2018",exact_match,29593581,Kaag,2018,Enhanced Amygdala-Striatal Functional Connectivity during the Processing of Cocaine Cues in Male Cocaine Users with a History of Childhood Trauma.,1,1
"(11) Uher, 2006","(11) Uher, 2006",exact_match,16445991,Uher,2006,Cerebral processing of food-related stimuli: effects of fasting and gender.,1,1
"(12) Zeng, 2018","(12) Zeng, 2018",exact_match,30013467,Zeng,2018,The Action Representation Elicited by Different Types of Drug-Related Cues in Heroin-Abstinent Individuals.,1,1
"(16) Park, 2007","(16) Park, 2007",exact_match,17307790,Park,2007,Brain substrates of craving to alcohol cues in subjects with alcohol use disorder.,1,1
"(20) Paul, 2008","(20) Paul, 2008",exact_match,17636559,Paul,2008,Brain response to visual sexual stimuli in heterosexual and homosexual males.,1,1
"(21) King, 2010","(21) King, 2010",exact_match,19907419,King,2010,Neural substrates of alcohol-induced smoking urge in heavy drinking nondaily smokers.,1,1
"(25) King, 2018","(25) King, 2018",exact_match,29434559,King,2018,Perceptual Characterization of the Macronutrient Picture System (MaPS) for Food Image fMRI.,1,1
"(29) Beck, 2012","(29) Beck, 2012",exact_match,22868938,Beck,2012,"Effect of brain structure, brain function, and brain connectivity on relapse in alcohol-dependent patients.",1,1
"(3) Claus, 2013","(3) Claus, 2013",exact_match,23708507,Claus,2013,"Association between nicotine dependence severity, BOLD response to smoking cues, and functional connectivity.",1,1
"(3) Dager, 2014","(3) Dager, 2014",exact_match,24304235,Dager,2014,Functional magnetic resonance imaging (fMRI) response to alcohol pictures predicts subsequent transition to heavy drinking in college students.,1,1
"(34) Beck, 2018","(34) Beck, 2018",exact_match,30217552,Beck,2018,"Effects of high-dose baclofen on cue reactivity in alcohol dependence: A randomized, placebo-controlled pharmaco-fMRI study.",1,1
"(4) Lukas, 2013","(4) Lukas, 2013",exact_match,23571420,Lukas,2013,Extended-release naltrexone (XR-NTX) attenuates brain responses to alcohol cues in alcohol-dependent volunteers: a bold FMRI study.,1,1
"(42) Zhao, 2020","(42) Zhao, 2020",exact_match,32179061,Zhao,2020,Smoking cues impair monitoring but not stopping during response inhibition in abstinent male smokers.,1,1
"(43) Zhao, 2020","(43) Zhao, 2020",exact_match,32179061,Zhao,2020,Smoking cues impair monitoring but not stopping during response inhibition in abstinent male smokers.,1,1
"(6) Dager, 2013","(6) Dager, 2013",exact_match,23078363,Dager,2013,Influence of alcohol use and family history of alcoholism on neural response to alcohol cues in college drinkers.,1,1
"(7) Young, 2014","(7) Young, 2014",exact_match,24695721,Young,2014,Nipping cue reactivity in the bud: baclofen prevents limbic activation elicited by subliminal drug cues.,1,1
"(8) Claus, 2011","(8) Claus, 2011",exact_match,21677649,Claus,2011,Identifying neurobiological phenotypes associated with alcohol use disorder severity.,1,1
"(8) Malik, 2008","(8) Malik, 2008",exact_match,18460331,Malik,2008,Ghrelin modulates brain activity in areas that control appetitive behavior.,1,1
"(1) Walter, 2015","(1) Walter, 2015",exact_match,24720731,Walter,2015,Orbitofrontal response to drug-related stimuli after heroin administration.,1,1
"(10) Janes, 2012","(10) Janes, 2012",exact_match,21764527,Janes,2012,Association between CHRNA5 genetic variation at rs16969968 and brain reactivity to smoking images in nicotine dependent women.,1,1
"(12) Mayer, 2020","(12) Mayer, 2020",exact_match,31730369,Mayer,2020,Effects of attentional bias modification therapy on the cue reactivity and cognitive control networks in participants with cocaine use disorders.,1,1
"(15) Heinz, 2007","(15) Heinz, 2007",exact_match,17488322,Heinz,2007,Brain activation elicited by affectively positive stimuli is associated with a lower risk of relapse in detoxified alcoholic subjects.,1,1
"(16) Arnow, 2009","(16) Arnow, 2009",exact_match,18976696,Arnow,2009,Women with hypoactive sexual desire disorder compared to normal females: a functional magnetic resonance imaging study.,1,1
"(16) Demos, 2012","(16) Demos, 2012",exact_match,22514316,Demos,2012,Individual differences in nucleus accumbens activity to food and sexual images predict weight gain and sexual behavior.,1,1
"(17) Wrase, 2007","(17) Wrase, 2007",exact_match,17291784,Wrase,2007,Dysfunction of reward processing correlates with alcohol craving in detoxified alcoholics.,1,1
"(19) Schur, 2009","(19) Schur, 2009",exact_match,19365394,Schur,2009,Activation in brain energy regulation and reward centers by food cues varies with choice of visual stimulus.,1,1
"(22) Janes, 2009","(22) Janes, 2009",exact_match,19968401,Janes,2009,Brain fMRI reactivity to smoking-related images before and during extended smoking abstinence.,1,1
"(22) Wrase, 2002","(22) Wrase, 2002",exact_match,12381499,Wrase,2002,Development of alcohol-associated cues and cue-induced brain activation in alcoholics.,1,1
"(23) Braus, 2001","(23) Braus, 2001",exact_match,11515754,Braus,2001,Alcohol-associated stimuli activate the ventral striatum in abstinent alcoholics.,1,1
"(25) Stark, 2005","(25) Stark, 2005",exact_match,16038771,Stark,2005,Erotic and disgust-inducing pictures--differences in the hemodynamic responses of the brain.,1,1
"(26) Brody,2007","(26) Brody,2007",exact_match,17217932,Brody,2007,Neural substrates of resisting craving during cigarette cue exposure.,1,1
"(27) Jorde, 2014","(27) Jorde, 2014",exact_match,24314346,Jorde,2014,Genetic variation in the atrial natriuretic peptide transcription factor GATA4 modulates amygdala responsiveness in alcohol dependence.,1,1
"(28) Fryer, 2013","(28) Fryer, 2013",exact_match,23131612,Fryer,2013,Differential brain response to alcohol cue distractors across stages of alcohol dependence.,1,1
"(29) David, 2005","(29) David, 2005",exact_match,16023086,David,2005,Ventral striatum/nucleus accumbens activation to smoking-related pictorial cues in smokers and nonsmokers: a functional magnetic resonance imaging study.,1,1
"(32) Heinz, 2004","(32) Heinz, 2004",exact_match,15465974,Heinz,2004,Correlation between dopamine D(2) receptors in the ventral striatum and central processing of alcohol cues and craving.,1,1
"(32) Moran, 2018","(32) Moran, 2018",exact_match,29106683,Moran,2018,Neural Responses to Smoking Cues in Schizophrenia.,1,1
"(32) Stark, 2019","(32) Stark, 2019",exact_match,31394197,Stark,2019,No Sex Difference Found: Cues of Sexual Stimuli Activate the Reward System in both Sexes.,1,1
"(38) David, 2007","(38) David, 2007",exact_match,18458752,David,2007,Effects of Acute Nicotine Abstinence on Cue-elicited Ventral Striatum/Nucleus Accumbens Activation in Female Cigarette Smokers: A Functional Magnetic Resonance Imaging Study.,1,1
"(38) Huang, 2018","(38) Huang, 2018",exact_match,29343732,Huang,2018,The neural correlates of the unified percept of alcohol-related craving: a fMRI and EEG study.,1,1
"(40) Moran, 2018","(40) Moran, 2018",exact_match,29106683,Moran,2018,Neural Responses to Smoking Cues in Schizophrenia.,1,1
"(5) Filbey, 2016","(5) Filbey, 2016",exact_match,27168331,Filbey,2016,"fMRI study of neural sensitization to hedonic stimuli in long-term, daily cannabis users.",1,1
"(5) Wehrum, 2013","(5) Wehrum, 2013",exact_match,23421466,Wehrum,2013,Gender commonalities and differences in the neural processing of visual sexual stimuli.,1,1
"(54) Karch, 2019","(54) Karch, 2019",exact_match,30886575,Karch,2019,Real-Time fMRI Neurofeedback in Patients With Tobacco Use Disorder During Smoking Cessation: Functional Differences and Implications of the First Training Session in Regard to Future Abstinence or Relapse.,1,1
"(55) Karch, 2019","(55) Karch, 2019",exact_match,30886575,Karch,2019,Real-Time fMRI Neurofeedback in Patients With Tobacco Use Disorder During Smoking Cessation: Functional Differences and Implications of the First Training Session in Regard to Future Abstinence or Relapse.,1,1
"(9) Ihssen, 2011","(9) Ihssen, 2011",exact_match,21045002,Ihssen,2011,Differentiating heavy from light drinkers by neural responses to visual alcohol cues and other motivational stimuli.,1,1
"(9) Wilcox, 2011","(9) Wilcox, 2011",exact_match,21466926,Wilcox,2011,Enhanced cue reactivity and fronto-striatal functional connectivity in cocaine use disorders.,1,1
"(1) Cortese, 2015","(1) Cortese, 2015",exact_match,26475784,Cortese,2015,The fMRI BOLD response to unisensory and multisensory smoking cues in nicotine-dependent adults.,1,1
"(10) Karoly, 2019","(10) Karoly, 2019",exact_match,30243035,Karoly,2019,Investigating a novel fMRI cannabis cue reactivity task in youth.,1,1
"(11) Myrick, 2010","(11) Myrick, 2010",exact_match,20571434,Myrick,2010,The effect of aripiprazole on cue-induced brain activation and drinking parameters in alcoholics.,1,1
"(14) Myrick, 2008","(14) Myrick, 2008",exact_match,18391135,Myrick,2008,Effect of naltrexone and ondansetron on alcohol cue-induced activation of the ventral striatum in alcohol-dependent people.,1,1
"(15) Wagner, 2011","(15) Wagner, 2011",exact_match,21248113,Wagner,2011,Spontaneous action representation in smokers when watching movie characters smoke.,1,1
"(16) Wilson, 2012","(16) Wilson, 2012",exact_match,21859165,Wilson,2012,Quitting-unmotivated and quitting-motivated cigarette smokers exhibit different patterns of cue-elicited brain activation when anticipating an opportunity to smoke.,1,1
"(19) Myrick, 2004","(19) Myrick, 2004",exact_match,14679386,Myrick,2004,Differential brain activity in alcoholics and social drinkers to alcohol cues: relationship to craving.,1,1
"(2) Falcone, 2016","(2) Falcone, 2016",exact_match,26805583,Falcone,2016,Brain Responses to Smoking Cues Differ Based on Nicotine Metabolism Rate.,1,1
"(2) Kroemer, 2013","(2) Kroemer, 2013",exact_match,22461323,Kroemer,2013,(Still) longing for food: insulin reactivity modulates response to food pictures.,1,1
"(2) Sjoerds, 2014","(2) Sjoerds, 2014",exact_match,24400099,Sjoerds,2014,Cue reactivity is associated with duration and severity of alcohol dependence: an FMRI study.,1,1
"(20) Beaver, 2006","(20) Beaver, 2006",exact_match,16687507,Beaver,2006,Individual differences in reward drive predict neural responses to images of food.,1,1
"(20) Tapert, 2004","(20) Tapert, 2004",exact_match,14667419,Tapert,2004,fMRI BOLD response to alcohol stimuli in alcohol dependent young women.,1,1
"(21) Tapert, 2003","(21) Tapert, 2003",exact_match,12860777,Tapert,2003,Neural response to alcohol stimuli in adolescents with alcohol use disorder.,1,1
"(22) Safron, 2007","(22) Safron, 2007",exact_match,17469913,Safron,2007,Neural correlates of sexual arousal in homosexual and heterosexual men.,1,1
"(23) Dagher, 2009","(23) Dagher, 2009",exact_match,19632211,Dagher,2009,An acute psychosocial stress enhances the neural response to smoking cues.,1,1
"(24) George, 2001","(24) George, 2001",exact_match,11296095,George,2001,Activation of prefrontal cortex and anterior thalamus in alcoholic subjects on exposure to alcohol-specific cues.,1,1
"(28) Borgan, 2019","(28) Borgan, 2019",exact_match,30646204,Borgan,2019,Neural Responsivity to Food Cues in Patients With Unmedicated First-Episode Psychosis.,1,1
"(28) Cyders, 2016","(28) Cyders, 2016",exact_match,26813476,Cyders,2016,An fMRI Study of Responses to Sexual Stimuli as a Function of Gender and Sensation Seeking: A Preliminary Analysis.,1,1
"(28) Smolka, 2006","(28) Smolka, 2006",exact_match,16133128,Smolka,2006,Severity of nicotine dependence modulates cue-induced brain activity in regions involved in motor preparation and imagery.,1,1
"(31) Wilson, 2005","(31) Wilson, 2005",exact_match,16085533,Wilson,2005,Instructed smoking expectancy modulates cue-elicited neural activity: a preliminary study.,1,1
"(33) Hanlon, 2018","(33) Hanlon, 2018",exact_match,30194288,Hanlon,2018,Cortical substrates of cue-reactivity in multiple substance dependent populations: transdiagnostic relevance of the medial prefrontal cortex.,1,1
"(4) Hayashi, 2013","(4) Hayashi, 2013",exact_match,23359677,Hayashi,2013,Dorsolateral prefrontal and orbitofrontal cortex interactions during self-control of cigarette craving.,1,1
"(41) Zanchi, 2015","(41) Zanchi, 2015",exact_match,26303184,Zanchi,2015,Cigarette smoking leads to persistent and dose-dependent alterations of brain activity and connectivity in anterior insula and anterior cingulate.,1,1
"(42) Zanchi, 2015","(42) Zanchi, 2015",exact_match,26303184,Zanchi,2015,Cigarette smoking leads to persistent and dose-dependent alterations of brain activity and connectivity in anterior insula and anterior cingulate.,1,1
"(5) Kushnir, 2013","(5) Kushnir, 2013",exact_match,20604987,Kushnir,2013,Enhanced smoking cue salience associated with depression severity in nicotine-dependent individuals: a preliminary fMRI study.,1,1
"(5) Schacht, 2013","(5) Schacht, 2013",exact_match,23389755,Schacht,2013,Effects of a GABA-ergic medication combination and initial alcohol withdrawal severity on cue-elicited brain activation among treatment-seeking alcoholics.,1,1
"(50) Wilson, 2013","(50) Wilson, 2013",exact_match,22483100,Wilson,2013,Ambivalence about smoking and cue-elicited neural activity in quitting-motivated smokers faced with an opportunity to smoke.,1,1
"(51) Wilson, 2013","(51) Wilson, 2013",exact_match,22483100,Wilson,2013,Ambivalence about smoking and cue-elicited neural activity in quitting-motivated smokers faced with an opportunity to smoke.,1,1
"(6) Garavan, 2000","(6) Garavan, 2000",exact_match,11058476,Garavan,2000,Cue-induced cocaine craving: neuroanatomical specificity for drug users and drug stimuli.,1,1
"(6) Versace, 2013","(6) Versace, 2013",exact_match,23955492,Versace,2013,Brain responses to erotic and other emotional stimuli in breast cancer survivors with and without distress about low sexual desire: a preliminary fMRI study.,1,1
"(7) Cornier, 2009","(7) Cornier, 2009",exact_match,19636426,Cornier,2009,The effects of overfeeding on the neuronal response to visual food cues in thin and reduced-obese individuals.,1,1
(7) Goldman 2013,(7) Goldman 2013,exact_match,23188041,Goldman,2013,Reward-related brain response and craving correlates of marijuana cue exposure: a preliminary study in treatment-seeking marijuana-dependent subjects.,1,1
"(8) Cousijn, 2013","(8) Cousijn, 2013",exact_match,22264344,Cousijn,2013,Neural responses associated with cue-reactivity in frequent cannabis users.,1,1
"(9) Gillath, 2012","(9) Gillath, 2012",exact_match,22006991,Gillath,2012,Neural correlates of exposure to subliminal and supraliminal sexual cues.,1,1
"(1) Brumback, 2015","(1) Brumback, 2015",exact_match,25796007,Brumback,2015,Adolescent heavy drinkers' amplified brain responses to alcohol cues decrease over one month of abstinence.,1,1
"(10) Kagerer, 2011","(10) Kagerer, 2011",exact_match,21883951,Kagerer,2011,Neural activation toward erotic stimuli in homosexual and heterosexual males.,1,1
"(10) Schulte, 2019","(10) Schulte, 2019",exact_match,30991248,Schulte,2019,The effect of N-acetylcysteine and working memory training on neural mechanisms of working memory and cue reactivity in regular cocaine users.,1,1
"(18) Hermann, 2006","(18) Hermann, 2006",exact_match,16899037,Hermann,2006,Blockade of cue-induced brain activation of abstinent alcoholics by a single administration of amisulpride as measured with fMRI.,1,1
"(21) Simmons, 2005","(21) Simmons, 2005",exact_match,15703257,Simmons,2005,Pictures of appetizing foods activate gustatory cortices for taste and reward.,1,1
"(22) Schulte, 2019","(22) Schulte, 2019",exact_match,30991248,Schulte,2019,The effect of N-acetylcysteine and working memory training on neural mechanisms of working memory and cue reactivity in regular cocaine users.,1,1
"(23) Ponseti, 2006","(23) Ponseti, 2006",exact_match,16979350,Ponseti,2006,A functional endophenotype for sexual orientation in humans.,1,1
"(24) Artiges, 2009","(24) Artiges, 2009",exact_match,19650816,Artiges,2009,Exposure to smoking cues during an emotion recognition task can modulate limbic fMRI activation in cigarette smokers.,1,1
"(24) Moulier, 2006","(24) Moulier, 2006",exact_match,16962339,Moulier,2006,Neuroanatomical correlates of penile erection evoked by photographic stimuli in human males.,1,1
"(27) McBride, 2006","(27) McBride, 2006",exact_match,16598192,McBride,2006,Effects of expectancy and abstinence on the neural response to smoking cues in cigarette smokers: an fMRI study.,1,1
"(30) Schacht, 2011","(30) Schacht, 2011",exact_match,21316465,Schacht,2011,Stability of fMRI striatal response to alcohol cues: a hierarchical linear modeling approach.,1,1
"(39) Koopman, 2019","(39) Koopman, 2019",exact_match,29984874,Koopmann,2019,Ghrelin modulates mesolimbic reactivity to alcohol cues in alcohol-addicted subjects: a functional imaging study.,1,1
"(46) Mondino, 2018","(46) Mondino, 2018",exact_match,29880873,Mondino,2018,"Effects of repeated transcranial direct current stimulation on smoking, craving and brain reactivity to smoking cues.",1,1
"(47) Mondino, 2018","(47) Mondino, 2018",exact_match,29880873,Mondino,2018,"Effects of repeated transcranial direct current stimulation on smoking, craving and brain reactivity to smoking cues.",1,1
"(49) Versace, 2011","(49) Versace, 2011",exact_match,22097928,Versace,2011,Do brain responses to emotional images and cigarette cues differ? An fMRI study in smokers.,1,1
"(5) Murdaugh, 2012","(5) Murdaugh, 2012",exact_match,22332246,Murdaugh,2012,fMRI reactivity to high-calorie food pictures predicts short- and long-term outcome in a weight-loss program.,1,1
(9) Zijlstra 2009,(9) Zijlstra 2009,exact_match,18823721,Zijlstra,2009,Neurobiological substrates of cue-elicited craving and anhedonia in recently abstinent opioid-dependent males.,1,1
(1) Wetherill 2014,(1) Wetherill 2014,exact_match,24186078,Wetherill,2014,Neural responses to subliminally presented cannabis and other emotionally evocative cues in cannabis-dependent individuals.,1,1
"(13) Hartwell, 2011","(13) Hartwell, 2011",exact_match,21790899,Hartwell,2011,Neural correlates of craving and resisting craving for tobacco in nicotine dependent smokers.,1,1
"(13) Killgore, 2003","(13) Killgore, 2003",exact_match,12948696,Killgore,2003,Cortical and limbic activation during viewing of high- versus low-calorie foods.,1,1
"(15) MacNiven, 2018","(15) MacNiven, 2018",exact_match,30646331,MacNiven,2018,Association of Neural Responses to Drug Cues With Subsequent Relapse to Stimulant Use.,1,1
"(15) Weygandt, 2012","(15) Weygandt, 2012",exact_match,22887826,Weygandt,2012,Diagnosing different binge-eating disorders based on reward-related brain activation patterns.,1,1
"(17) Gizewski, 2009","(17) Gizewski, 2009",exact_match,18761592,Gizewski,2009,Specific cerebral activation due to visual erotic stimuli in male-to-female transsexuals compared with male and female controls: an fMRI study.,1,1
"(18) Schienle, 2009","(18) Schienle, 2009",exact_match,18996508,Schienle,2009,Binge-eating disorder: reward sensitivity and brain activation to images of food.,1,1
"(19) Schiffer, 2008","(19) Schiffer, 2008",exact_match,18358744,Schiffer,2008,Functional brain correlates of heterosexual paedophilia.,1,1
"(21) Brunetti, 2008","(21) Brunetti, 2008",exact_match,18588532,Brunetti,2008,"Hypothalamus, sexual arousal and psychosexual identity in human males: a functional magnetic resonance imaging study.",1,1
"(26) Ferretti, 2005","(26) Ferretti, 2005",exact_match,15961048,Ferretti,2005,Dynamics of male sexual arousal: distinct components of brain activation revealed by fMRI.,1,1
"(33) Strahler, 2018","(33) Strahler, 2018",exact_match,29729394,Strahler,2018,Neural correlates of gender differences in distractibility by sexual stimuli.,1,1
"(35) Courtney, 2014","(35) Courtney, 2014",exact_match,24880692,Courtney,2014,The association between cue-reactivity in the precuneus and level of dependence on nicotine and alcohol.,1,1
"(4) Goldstein, 2010","(4) Goldstein, 2010",exact_match,20823246,Goldstein,2010,Oral methylphenidate normalizes cingulate activity in cocaine addiction during a salient cognitive task.,1,1
"(4) Grosshans, 2012","(4) Grosshans, 2012",exact_match,22566584,Grosshans,2012,Association of leptin with food cue-induced activation in human reward pathways.,1,1
"(5) Goldstein, 2009","(5) Goldstein, 2009",exact_match,19420266,Goldstein,2009,Dopaminergic response to drug words in cocaine addiction.,1,1
"(6) Rothemund, 2011","(6) Rothemund, 2011",exact_match,21952129,Rothemund,2011,Compulsivity predicts fronto striatal activation in severely anorectic individuals.,1,1
"(6) Yalachkov, 2013","(6) Yalachkov, 2013",exact_match,22890475,Yalachkov,2013,Sensory modality of smoking cues modulates neural cue reactivity.,1,1
"(7) Westbrook, 2013","(7) Westbrook, 2013",exact_match,22114078,Westbrook,2013,Mindful attention reduces neural and self-reported cue-induced craving in smokers.,1,1
"(9) Rothemund, 2007","(9) Rothemund, 2007",exact_match,17566768,Rothemund,2007,Differential activation of the dorsal striatum by high-calorie visual food stimuli in obese individuals.,1,1
"(15) Sescousse, 2010","(15) Sescousse, 2010",exact_match,20881127,Sescousse,2010,The architecture of reward value coding in the human orbitofrontal cortex.,1,1
"(18) Goudriaan, 2010","(18) Goudriaan, 2010",exact_match,20840335,Goudriaan,2010,"Brain activation patterns associated with cue reactivity and craving in abstinent problem gamblers, heavy smokers and healthy controls: an fMRI study.",1,1
"(25) McClernon , 2009","(25) McClernon , 2009",exact_match,19107465,McClernon,2009,24-h smoking abstinence potentiates fMRI-BOLD activation to smoking cues in cerebral cortex and dorsal striatum.,1,1
(3) Charboneau 2013,(3) Charboneau 2013,exact_match,24035535,Charboneau,2013,Cannabis cue-induced brain activation correlates with drug craving in limbic and visual salience regions: preliminary results.,1,1
"(37) Fukushima, 2020","(37) Fukushima, 2020",exact_match,32678839,Fukushima,2020,Behavioural cue reactivity to alcohol-related and non-alcohol-related stimuli among individuals with alcohol use disorder: An fMRI study with a visual task.,1,1
"(51) McClernon, 2016","(51) McClernon, 2016",exact_match,26179147,McClernon,2016,Hippocampal and Insular Response to Smoking-Related Environments: Neuroimaging Evidence for Drug-Context Effects in Nicotine Dependence.,1,1
"(52) McClernon, 2016","(52) McClernon, 2016",exact_match,26179147,McClernon,2016,Hippocampal and Insular Response to Smoking-Related Environments: Neuroimaging Evidence for Drug-Context Effects in Nicotine Dependence.,1,1
"(6) Machielsen, 2018","(6) Machielsen, 2018",exact_match,28351544,Machielsen,2018,Comparing the effect of clozapine and risperidone on cue reactivity in male patients with schizophrenia and a cannabis use disorder: A randomized fMRI study.,1,1
"(27) Beauregard, 2001","(27) Beauregard, 2001",exact_match,11549754,Beauregard,2001,Neural correlates of conscious self-regulation of emotion.,1,1
"(37) Rubinstein, 2011","(37) Rubinstein, 2011",exact_match,21185518,Rubinstein,2011,Smoking-related cue-induced brain activation in adolescent light smokers.,1,1
"(45) Ghahremani, 2018","(45) Ghahremani, 2018",exact_match,29472643,Ghahremani,2018,Behavioral and neural markers of cigarette-craving regulation in young-adult smokers during abstinence and after smoking.,1,1
"(46) Ghahremani, 2018","(46) Ghahremani, 2018",exact_match,29472643,Ghahremani,2018,Behavioral and neural markers of cigarette-craving regulation in young-adult smokers during abstinence and after smoking.,1,1
"(39) McClernon, 2007(a)","(39) McClernon, 2007(a)",exact_match,17611740,McClernon,2007,DRD4 VNTR polymorphism is associated with transient fMRI-BOLD responses to smoking cues.,1,1
"(25) Nguyen-Louie, 2018","(25) Nguyen-Louie, 2018",exact_match,28801730,Nguyen-Louie,2018,Prospective changes in neural alcohol cue reactivity in at-risk adolescents.,1,1
"(33) Do and Galvin, 2016","(33) Do and Galvin, 2016",exact_match,26679479,Do,2016,Neural Sensitivity to Smoking Stimuli Is Associated With Cigarette Craving in Adolescent Smokers.,1,1
"(44) Dinh-Williams, 2014","(44) Dinh-Williams, 2014",exact_match,24361634,Dinh-Williams,2014,"Where there's smoke, there's fire: the brain reactivity of chronic smokers when exposed to the negative value of smoking.",1,1
"(45) Dinh-Williams, 2014","(45) Dinh-Williams, 2014",exact_match,24361634,Dinh-Williams,2014,"Where there's smoke, there's fire: the brain reactivity of chronic smokers when exposed to the negative value of smoking.",1,1
"(29) Moreno-Padilla, 2018","(29) Moreno-Padilla, 2018",exact_match,30165099,Moreno-Padilla,2018,Increased food choice-evoked brain activation in adolescents with excess weight: Relationship with subjective craving and behavior.,1,1
"(30) Wehrum-Osinsky, 2014","(30) Wehrum-Osinsky, 2014",exact_match,25117824,Wehrum-Osinsky,2014,At the second glance: stability of neural responses toward visual sexual stimuli.,1,1
"(11) Bianchi-Demicheli, 2011","(11) Bianchi-Demicheli, 2011",exact_match,21718449,Bianchi-Demicheli,2011,Neural bases of hypoactive sexual desire disorder in women: an event-related FMRI study.,1,1
"(13) Denomme and Shane, 2020","(13) Denomme and Shane, 2020",exact_match,31972520,Denomme,2020,History of withdrawal modulates drug- and food-cue reactivity in cocaine dependent participants.,1,1
"(23) Limbrick-Oldfield, 2017","(23) Limbrick-Oldfield, 2017",exact_match,28045460,Limbrick-Oldfield,2017,Neural substrates of cue reactivity and craving in gambling disorder.,1,1
